accuracy (top 1),accuracy (top 5),n_train,i_repeat,layer,architecture,task,kind,source,MRR
0.1112,0.342,50,3,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.232895603278093
0.0436,0.1852,1,4,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1371930257882663
0.0988,0.276,5,4,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2033593078599939
0.1092,0.3236,20,4,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2238563607036884
0.1164,0.3216,50,4,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2328069481744813
0.068,0.1776,1,5,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1521412176081495
0.0864,0.2596,5,5,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1892572572807968
0.0972,0.3,20,5,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2134500108506572
0.1136,0.3236,50,5,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2306362226927815
0.0484,0.1936,1,6,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1415158366061939
0.0852,0.2388,5,6,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.181814621118055
0.1028,0.3184,20,6,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2201147350812932
0.1152,0.3292,50,6,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2320325022966599
0.0568,0.184,1,7,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1452974864636435
0.0872,0.2692,5,7,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1950823697939727
0.116,0.3364,20,7,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2330861501131223
0.1252,0.3396,50,7,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2423259350185977
0.0572,0.17,1,8,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1396659771236051
0.082,0.2448,5,8,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1820712405883042
0.1172,0.3184,20,8,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2289985135885835
0.1136,0.3324,50,8,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2338616350360347
0.054,0.178,1,9,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1412987967938214
0.0788,0.2464,5,9,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1831043783071666
0.1048,0.3172,20,9,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2226058060860882
0.1164,0.3348,50,9,layer2.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2346559524639661
0.0476,0.154,1,0,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1265974356714477
0.072,0.228,5,0,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1693216107638312
0.0848,0.272,20,0,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1935235543594946
0.0968,0.2856,50,0,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2086116113605352
0.06,0.1728,1,1,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1418618651656638
0.0728,0.222,5,1,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1693008427348045
0.0868,0.2684,20,1,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1908696772546894
0.0876,0.2736,50,1,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1966033773798702
0.0628,0.186,1,2,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1485145850052964
0.0768,0.234,5,2,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1739052194054407
0.0864,0.266,20,2,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1935613053567548
0.092,0.2772,50,2,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2020366641910481
0.0592,0.17,1,3,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1400737011268484
0.074,0.2216,5,3,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1694939546365758
0.0828,0.272,20,3,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1935377751115255
0.0864,0.3012,50,3,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2025304901807806
0.0412,0.1748,1,4,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1278756641223711
0.086,0.2408,5,4,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1826880969526931
0.0844,0.268,20,4,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1928950103984753
0.0956,0.2924,50,4,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2062771817869603
0.0552,0.1768,1,5,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.138630553473069
0.0712,0.226,5,5,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1679983248552851
0.0868,0.2604,20,5,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1915878750034976
0.0788,0.28,50,5,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1920359039329003
0.042,0.1688,1,6,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1291232710029471
0.0696,0.2168,5,6,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.163262588679743
0.0856,0.2728,20,6,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1940855201716594
0.0924,0.2924,50,6,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2052235660904675
0.0608,0.1804,1,7,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1449431396264379
0.0748,0.222,5,7,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1722156907850267
0.0916,0.2756,20,7,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2012163484076062
0.0904,0.3068,50,7,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2071134084734888
0.0512,0.17,1,8,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1343237399960385
0.0764,0.2156,5,8,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1699492701889774
0.0832,0.2872,20,8,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2012745968075817
0.084,0.2996,50,8,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2041014447481277
0.05,0.1776,1,9,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1363391957390138
0.0732,0.2264,5,9,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1691279591207602
0.0804,0.272,20,9,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1932010322184157
0.0868,0.296,50,9,layer3.0.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2028740420387165
0.042,0.152,1,0,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1223144729960154
0.0676,0.2112,5,0,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1634603481739029
0.0804,0.2652,20,0,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1881354544057683
0.0912,0.2724,50,0,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2016400276477576
0.0588,0.1656,1,1,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.138020528278706
0.0696,0.2128,5,1,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1663068597890116
0.0828,0.264,20,1,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1859433451962076
0.0832,0.2672,50,1,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1905349288419605
0.0612,0.1824,1,2,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1466768555550362
0.0724,0.2256,5,2,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1688511924558044
0.0808,0.2552,20,2,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1871285996126368
0.092,0.27,50,2,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1978627430828652
0.0556,0.1676,1,3,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1371956960269628
0.0732,0.222,5,3,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1673000948873293
0.082,0.2636,20,3,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1902577227109534
0.0792,0.286,50,3,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.195137746265908
0.0404,0.1692,1,4,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.127063074104056
0.0784,0.2396,5,4,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.177530237278209
0.0804,0.2604,20,4,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1884247498862061
0.0852,0.2884,50,4,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1988611874728803
0.0564,0.1696,1,5,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1375930355234083
0.0728,0.2164,5,5,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1654679545936823
0.08,0.2572,20,5,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1861156611666834
0.0772,0.2664,50,5,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1883952674624054
0.0432,0.1612,1,6,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1290352738544059
0.0656,0.2068,5,6,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1583300950211187
0.0876,0.2636,20,6,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1930348677365989
0.0924,0.28,50,6,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2013669118672112
0.0572,0.18,1,7,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1429712085498325
0.0736,0.218,5,7,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1689876957359674
0.0876,0.2652,20,7,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1956936570323638
0.0848,0.2928,50,7,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2020229546149059
0.052,0.1684,1,8,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1344684047124655
0.0716,0.2072,5,8,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1645599375252387
0.0848,0.2844,20,8,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.199044819918303
0.0796,0.294,50,8,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.198504081416632
0.0528,0.1752,1,9,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1381832304060384
0.0688,0.2196,5,9,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1651741699713456
0.0776,0.2704,20,9,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1898161475529471
0.0836,0.2868,50,9,layer3.1.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1978178240207207
0.0432,0.1476,1,0,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1218128471203952
0.066,0.2132,5,0,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1626789051209974
0.082,0.266,20,0,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1884765494749585
0.0916,0.2792,50,0,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2025781430162587
0.0552,0.166,1,1,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1359175310105354
0.072,0.2112,5,1,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1652671516018128
0.0856,0.2628,20,1,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1892439998947046
0.0876,0.2684,50,1,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1948997228001046
0.0612,0.182,1,2,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.145037087928531
0.0744,0.2204,5,2,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1703939292721166
0.0848,0.2532,20,2,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1878263737791211
0.0948,0.2756,50,2,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2007623456991963
0.0564,0.1672,1,3,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1378885967307806
0.0716,0.218,5,3,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1669627075657418
0.086,0.2616,20,3,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1921801138982175
0.0824,0.2848,50,3,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1963674508968196
0.0368,0.1644,1,4,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1244275846091851
0.0788,0.2356,5,4,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1759073676653083
0.0876,0.2648,20,4,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1922297903899135
0.0872,0.288,50,4,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2013373882741702
0.0548,0.1688,1,5,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1357384224208481
0.0668,0.218,5,5,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1607740783806191
0.082,0.2576,20,5,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1890903642007996
0.0792,0.2868,50,5,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1911552072174472
0.0464,0.168,1,6,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1305001565301116
0.0664,0.2012,5,6,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1578937723561834
0.0872,0.2664,20,6,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1935764018860872
0.0928,0.284,50,6,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2031715752951199
0.054,0.196,1,7,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1425030063269959
0.072,0.214,5,7,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1678145208390854
0.0884,0.2712,20,7,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1970900158051198
0.0852,0.296,50,7,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.203316349408373
0.0544,0.1636,1,8,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1348015874333924
0.076,0.2068,5,8,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1658154170632147
0.0896,0.2852,20,8,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.2016905667309353
0.0864,0.2904,50,8,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.202120557913881
0.0484,0.174,1,9,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1347301404333487
0.0724,0.2144,5,9,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1651526491056901
0.0804,0.2724,20,9,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1920370035229115
0.084,0.2828,50,9,layer3.2.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.197708668551082
0.0408,0.1396,1,0,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.118914404219767
0.0632,0.2044,5,0,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1580895535806862
0.0804,0.2476,20,0,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1831561796414547
0.09,0.2768,50,0,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1971812072922718
0.0492,0.1604,1,1,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1294787821409943
0.0664,0.208,5,1,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1581705217868402
0.0768,0.2524,20,1,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1801939794616122
0.0808,0.262,50,1,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1882007456200464
0.0572,0.17,1,2,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1403463989384494
0.0748,0.2192,5,2,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1669054077910968
0.0828,0.2424,20,2,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1835684620835624
0.0888,0.27,50,2,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1938454653087638
0.0476,0.1588,1,3,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1285098314963913
0.068,0.2064,5,3,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.160279422171704
0.0752,0.2564,20,3,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1816715483960516
0.082,0.2768,50,3,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1920708453368294
0.038,0.158,1,4,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1226408175168715
0.0732,0.2204,5,4,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1677712516445114
0.0824,0.2568,20,4,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1857120449660837
0.0864,0.2768,50,4,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1977659483401378
0.0524,0.1652,1,5,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1333144703062642
0.0664,0.2112,5,5,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1577630370881916
0.0828,0.246,20,5,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1856776803465848
0.0808,0.2752,50,5,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1912979619039089
0.0488,0.1576,1,6,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1292377705725863
0.0632,0.1928,5,6,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1530531698513669
0.0812,0.252,20,6,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1853303576402943
0.0876,0.2788,50,6,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1970582840297718
0.056,0.182,1,7,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1411408501139103
0.0716,0.2036,5,7,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1625625294992821
0.086,0.2608,20,7,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.191162286944781
0.0828,0.2832,50,7,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1970704387740934
0.0516,0.1524,1,8,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1315117844869657
0.0692,0.2036,5,8,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1596077338904647
0.0824,0.272,20,8,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1944994339738372
0.082,0.2836,50,8,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1956987599279266
0.0508,0.172,1,9,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1356764829524553
0.0688,0.2116,5,9,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1599482149206193
0.0776,0.254,20,9,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.18588806255919
0.0776,0.2712,50,9,layer3.3.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1900555601619606
0.0404,0.1416,1,0,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1180152193378161
0.0612,0.2052,5,0,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1555167101087093
0.0748,0.246,20,0,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1793308138142122
0.0892,0.2692,50,0,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1950886088483636
0.0488,0.1536,1,1,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1274381711420426
0.0656,0.2028,5,1,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1558898925920309
0.074,0.2428,20,1,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.175806203836526
0.0808,0.2612,50,1,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1864278989759089
0.0556,0.1672,1,2,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1389799873164514
0.0724,0.2152,5,2,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1659202637977387
0.082,0.2396,20,2,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1819452048153312
0.0856,0.2664,50,2,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1913249314536497
0.0436,0.1584,1,3,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1263299386101255
0.0668,0.2036,5,3,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1573811874758818
0.0764,0.2492,20,3,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1803231992758919
0.082,0.2752,50,3,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1909469682494083
0.0376,0.154,1,4,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1209892935725685
0.0724,0.2164,5,4,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1669533715564148
0.0792,0.2528,20,4,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1828164349765809
0.0884,0.2784,50,4,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1966752218606786
0.0524,0.1672,1,5,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.134274643167131
0.068,0.204,5,5,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1566055095182288
0.0788,0.246,20,5,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1815862594949544
0.0848,0.2692,50,5,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1911109549538152
0.048,0.1524,1,6,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.127711948343634
0.0624,0.1884,5,6,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.151480799732863
0.0848,0.2444,20,6,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1845218158524515
0.0884,0.2732,50,6,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1965676310549722
0.056,0.1784,1,7,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1419910804232657
0.0704,0.2028,5,7,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1620066935312794
0.0884,0.2588,20,7,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1912197966409125
0.0832,0.2788,50,7,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1964478112424889
0.0508,0.1508,1,8,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1301041066115192
0.0688,0.198,5,8,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1585128085606133
0.082,0.268,20,8,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1923517568626082
0.0792,0.2804,50,8,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1932031031575666
0.0528,0.1668,1,9,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1362007630735941
0.0704,0.2108,5,9,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.160756457937379
0.0776,0.2484,20,9,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1840686629613411
0.0752,0.264,50,9,layer3.4.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1858569884748958
0.0444,0.1456,1,0,layer3.5.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1221907835728809
0.0688,0.2188,5,0,layer3.5.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1651191312695082
0.0768,0.2552,20,0,layer3.5.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1837405699920952
0.0872,0.2852,50,0,layer3.5.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1990709205382313
0.0484,0.1584,1,1,layer3.5.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1281141747344823
0.068,0.206,5,1,layer3.5.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1602416994864054
0.0792,0.2548,20,1,layer3.5.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1836767892986311
0.0824,0.2696,50,1,layer3.5.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1914749025394488
0.0628,0.1744,1,2,layer3.5.relu,ResNet50,Jigsaw,Self-Supervised,Taskonomy,0.1436628294926877
